iter	Logloss
1515	0.5089313505
1516	0.5088973504
1517	0.5088872829
1518	0.508859089
1519	0.5088149001
1520	0.5087911408
1521	0.5087536802
1522	0.5087077527
1523	0.5086905115
1524	0.5086791834
1525	0.5086619374
1526	0.508649882
1527	0.5086154383
1528	0.5085880469
1529	0.5085496762
1530	0.5085136891
1531	0.5085088113
1532	0.5084982025
1533	0.5084860604
1534	0.5084798619
1535	0.5084687235
1536	0.508455079
1537	0.5084346919
1538	0.5084212249
1539	0.5083884798
1540	0.5083783252
1541	0.5083545317
1542	0.5083494195
1543	0.5083233849
1544	0.5082929363
1545	0.5082803827
1546	0.5082779456
1547	0.508272857
1548	0.5082402708
1549	0.5081838459
1550	0.5081384696
1551	0.5080863134
1552	0.5080290222
1553	0.507964362
1554	0.5079546707
1555	0.5079315283
1556	0.5079029398
1557	0.50788798
1558	0.5078771418
1559	0.5078570762
1560	0.5078563536
1561	0.5078483707
1562	0.5078238642
1563	0.5077997358
1564	0.5077734462
1565	0.5077648509
1566	0.5077538296
1567	0.5076956107
1568	0.5076682505
1569	0.507653546
1570	0.5076384491
1571	0.507615529
1572	0.5075996233
1573	0.507590966
1574	0.5075545081
1575	0.5075305087
1576	0.5075162486
1577	0.5075068059
1578	0.507497317
1579	0.5074804762
1580	0.5074588491
1581	0.5074190206
1582	0.507389112
1583	0.5073740213
1584	0.5073600255
1585	0.5073481135
1586	0.5073215386
1587	0.5072910521
1588	0.5072433571
1589	0.5072245863
1590	0.5071776481
1591	0.5071656363
1592	0.5071493178
1593	0.5071104879
1594	0.5071048399
1595	0.5070876707
1596	0.5070641611
1597	0.5070473055
1598	0.5070040109
1599	0.5069937675
1600	0.5069761083
1601	0.5069419236
1602	0.5069274085
1603	0.5068679533
1604	0.5068571577
1605	0.5068191497
1606	0.5067761542
1607	0.5066833428
1608	0.506656465
1609	0.5066217248
1610	0.5065900426
1611	0.506578774
1612	0.5065687344
1613	0.5065519654
1614	0.5065474784
1615	0.5064979177
1616	0.5064611464
1617	0.506372063
1618	0.5063404009
1619	0.5063172354
1620	0.5062883727
1621	0.5062082684
1622	0.506189115
1623	0.5061492641
1624	0.506136256
1625	0.506095
1626	0.5060579857
1627	0.506009313
1628	0.505998743
1629	0.5059850909
1630	0.5059380892
1631	0.5059176641
1632	0.505908915
1633	0.5058877766
1634	0.5058343028
1635	0.5058060338
1636	0.5058042294
1637	0.5057966577
1638	0.5057937877
1639	0.505784232
1640	0.5057641077
1641	0.5057271977
1642	0.505695902
1643	0.505680895
1644	0.5056641927
1645	0.5055691275
1646	0.5054979719
1647	0.5054568418
1648	0.5054523737
1649	0.5054127798
1650	0.5053739537
1651	0.5053281023
1652	0.5053020005
1653	0.5052663597
1654	0.5052412124
1655	0.5052219626
1656	0.5051731748
1657	0.5051609372
1658	0.5051161999
1659	0.5051044105
1660	0.5050930472
1661	0.5050776256
1662	0.5050399411
1663	0.5050276899
1664	0.5050161863
1665	0.5049834035
1666	0.5049618657
1667	0.5049356375
1668	0.504928848
1669	0.5049288471
1670	0.5048824816
1671	0.5048513261
1672	0.5047805796
1673	0.5047598002
1674	0.5047488227
1675	0.5047303454
1676	0.5047067181
1677	0.5046940953
1678	0.5046699678
1679	0.504662056
1680	0.5046470278
1681	0.5046083253
1682	0.5045903425
1683	0.5045850018
1684	0.5045591304
1685	0.5045127238
1686	0.5044965303
1687	0.5044773651
1688	0.5044644666
1689	0.5044162597
1690	0.50440539
1691	0.5043834234
1692	0.5043521237
1693	0.5043148066
1694	0.5042980853
1695	0.5042736986
1696	0.5042344641
1697	0.5042095127
1698	0.5042071762
1699	0.5041308492
